country_code,country_name,data_year,gdp_usd,gdp_per_capita_usd,population,life_expectancy,infant_mortality_per_1k,co2_per_capita_tons,literacy_rate_pct,internet_users_pct,unemployment_pct,inflation_cpi_pct,forest_area_pct,renewable_energy_pct,gini_index,electricity_access_pct,health_expenditure_per_capita_usd
ZAF,South Africa,2025,401144998373.585,6267.186814093,64007187,66.139,24.4,,91.1500015258789,75.6592,32.391,4.36115246518962,13.965072665672,9.7,63,87.7,536.58843994
SSD,South Sudan,2024,11997800760.2242,1080.14718624765,11943408,57.617,72.6,,26.8299999237061,9.27123,12.374,91.4408220769046,11.3256215087114,32.4,44,5.4,72.75582886
ESP,Spain,2025,1725671652742.19,35326.7683069278,48848840,83.8829268292683,2.6,,99.6999969482422,95.7575,10.376,2.77417826534772,37.1925889548355,19,33.4,100,3106.62011719
LKA,Sri Lanka,2025,98963185509.6499,4515.56787322732,21916000,77.483,5.3,,92.6600036621094,51.2,4.005,-0.42936004906973,34.0048496605238,48.8,37.7,100,134.23654175
KNA,St. Kitts and Nevis,2024,1122388888.88889,23960.6534357084,46843,72.145,14.3,,,76.4208,,3.55711230848243,42.3076923076923,1.5,,100,1294.88391113
LCA,St. Lucia,2025,2549062962.96296,14181.6303351598,179744,72.697,14.3,,,70.0834,9.452,-0.110283575834694,34.0491803278688,9.7,43.7,100,641.07495117
MAF,St. Martin (French part),2024,649206262.847519,21668.3776525323,26129,80.224,,,,,,,24.8,,,100,
VCT,St. Vincent and the Grenadines,2025,1157207407.40741,11501.2265187188,100616,71.23,9.9,,95.629997253418,75.9927,18.003,3.62770736940927,73.1794871794872,5.1,,100,469.20709229
SDN,Sudan,2024,49672435513.1126,984.607666015625,50448963,66.331,39.2,,53.5200004577637,26.4383,7.53,138.80846024176,9.55196466809422,61,34.2,66,21.0830822
SUR,Suriname,2025,4416775112.09627,6961.78955961526,634431,73.631,15.2,,92.870002746582,78.3958,7.834,16.2296159130279,94.44758351333,14.5,39.2,99.6,297.04589844
SWE,Sweden,2025,603715224265.798,57117.4877440616,10569709,83.309756097561,2,,,95.5293,8.694,2.83581658224034,68.7013529108454,57.9,29.3,100,6484.76464844
CHE,Switzerland,2025,936564198048.516,103998.186685604,9005582,84.0560975609756,3.5,,,97.3444,4.873,1.06234041976595,32.3827380818297,27.7,33.8,100,11783.66992188
SYR,Syrian Arab Republic,2025,23622827079.5047,1051.67149587463,24672760,72.12,19,,94.4199981689453,34.65,13.569,13.4175653228571,2.84310842454937,1.1,26.6,88.4,33.34017944
TJK,Tajikistan,2025,14204575548.5536,1341.20229027672,10590927,71.79,22.9,,100,56.791,6.931,6.00458082322139,3.07514950644859,34.9,36.1,100,85.14702606
TZA,Tanzania,2025,78844405385.2195,1186.71691894531,68560157,66.995,29.9,,78.2099990844727,29.0638,1.572,3.05694676312373,50.0541883043576,78.3,40.5,48.3,36.25619888
THA,Thailand,2025,526517658841.684,7346.62022142185,71668011,76.412,8,,91.0999984741211,90.8672,0.781,1.36580540798037,38.6873886746658,19,33.5,100,326.50482178
TLS,Timor-Leste,2025,1865608515.41321,1331.9705130185,1400638,67.689,35.9,,72.4700012207031,34.0207,1.592,2.06284153005468,61.6610625420309,11.4,28.7,100,144.21452332
TGO,Togo,2025,10651180146.531,1119.38160509429,9515236,62.739,35.9,,72.5999984741211,37.0223,1.995,2.86262074089801,22.0700496414782,75.1,37.9,59.2,59.60503769
TON,Tonga,2025,591139749.44287,5651.59373063157,104175,72.895,8,,91.0500030517578,58.5334,2.008,3.18364611260051,12.4305555555556,2.3,27.1,100,357.54415894
TTO,Trinidad and Tobago,2025,25633544529.4849,18733.4110406494,1368333,73.49,17.2,,96.9400024414062,84.6994,3.329,0.526884625776839,44.2358674463938,0.5,40.2,98.7,1276.33862305
TUN,Tunisia,2025,51332285656.5422,4181.13789301228,12277109,76.508,10.6,,86.25,72.3542,15.108,7.20661657168794,4.55278063851699,11.6,33.7,100,317.70983887
TUR,Turkiye,2025,1359123768774.12,15892.7157287241,85518661,77.156,9.1,,97.2600021362305,87.3079,8.52,58.5064507300343,29.4795681041539,12,44.5,100,547.8145752
TKM,Turkmenistan,2025,51387209872.2994,6856.65802730208,7494498,70.073,31.2,,99.9000015258789,21.251,4.267,,8.78215904496414,0.1,40.8,100,581.38220215
TCA,Turks and Caicos Islands,2024,1745378000,37506.7798431288,46535,78.008,4,,,0,,,11.0736842105263,0.8,,100,
TUV,Tuvalu,2024,62280311.5852172,6344.7750188689,9646,67.105,17.1,,100,74.3146,,0.5005807431527,33.3333333333333,5.2,39.1,100,1723.56542969
UGA,Uganda,2025,53911907086.1525,1077.91278452817,50015092,68.252,27.6,,79.0582329588683,8.94983,2.746,3.3233806708656,11.0419703770197,90.9,42.7,51.5,45.21318436
UKR,Ukraine,2024,190741262414.705,5389.47314453125,37860221,73.422,7.8,,99.4300003051758,82.3755,9.834,6.50198464669254,16.7552640662755,8.9,25.6,100,369.90487671
ARE,United Arab Emirates,2025,552324846834.581,50273.5060469837,10986400,82.909,4,,98.8099975585938,100,2.174,1.66336510224894,4.46775556181357,1,26.4,100,2401.52026367
GBR,United Kingdom,2025,3686033044482.13,53246.3676145108,69226000,81.2380975609756,4,,,96.2988,4.746,3.2715729463592,13.2907130161617,12.2,32.4,100,5860.23925781
USA,United States,2025,28750956130731.2,84534.0407841548,340110988,78.3853658536585,5.5,,,93.1444,4.198,2.94952520485207,33.8669264120375,10.9,41.8,100,13473.19335938
URY,Uruguay,2025,80961511073.5797,23906.5133029408,3386588,78.138,5.5,,98.9100036621094,91.9911,7.516,4.84914366613156,11.9643469317792,57.8,40,100,2076.09423828
UZB,Uzbekistan,2025,114965293466.611,3161.70010632875,36361859,72.388,12.7,,100,89.0136,4.622,9.62825465956682,8.54914331101781,1,34.6,100,192.11869812
VUT,Vanuatu,2025,1117972034.22642,3410.77023167097,327777,71.477,14.2,,87.9599990844727,45.7313,5.073,11.1825017088175,36.2838392124692,25,32.3,61.6,143.43753052
VEN,"Venezuela, RB",2025,119802963257.783,4217.59102643391,28405543,72.514,21.5,,97.1867494381301,61.6,5.307,254.948534781816,52.2338793719177,33.7,44.7,100,185.99124146
VNM,Viet Nam,2025,476388230307.175,4717.29028732449,100987686,74.588,14,,96.129997253418,84.15,1.523,3.62109273885843,47.4454820708996,24.2,36.1,99.8,197.19210815
VIR,Virgin Islands (U.S.),2025,4672000000,44320.909185774,104377,80.519512195122,,,,64.3775,11.443,,58.1714285714286,5.9,,100,
PSE,West Bank and Gaza,2024,13711100000,2592.30591217647,5289152,65.17,14.3,,97.9449803653341,86.6377,24.42,53.6691458303782,1.68298755186722,15.4,36.4,100,345.67965698
YEM,"Yemen, Rep.",2025,21606160663.0318,633.887202451545,40583164,69.295,34.7,,37.0900001525879,13.8152,17.322,8.10472583623915,1.03983180862549,3.7,36.7,83.6,47.78109741
ZMB,Zambia,2025,25303185342.2511,1187.10943350064,21314956,66.349,30.9,,82.0418064991238,33,5.918,14.9856262747939,59.523784150984,83,51.5,51.1,79.55635071
ZWE,Zimbabwe,2025,41539411516.4448,2497.20332208763,16634373,62.775,40.6,,93.2300033569336,38.4266,9.293,104.705170628667,44.7366421093447,82.4,50.3,62,62.92946243
