taxon,food_subtype,food_type,kingdom,phylum,class,order,suborder,family,subfamily,tribe,genus,species,subspecies,variety,form,group,cultivar,phenotype,binomial,nomial,trinomial,part_variant,classold,food_region,food_state,food_name_prefix,food_name,food_part,food_subpart,food_form_prefix,food_form,food_keywords,description_long,description_short,protein,lipid,carbohydrate,mineral,kilocalories,starch,sucrose,glucose,fructose,lactose,maltose,ethanol,water,caffeine,theobromine,kilojoules,sugar,galactose,fiber,calcium,iron,magnesium,phosphorus,potassium,sodium,zinc,copper,fluoride,manganese,selenium,vitamin_a_ui,retinol,vitamin_a_rae,beta_carotene,alpha_carotene,alpha_tocopherol,vitamin_d,ergocalciferol,cholecalciferol,beta_cryptoxanthin,lycopene,lutein_and_zeaxanthin,beta_tocopherol,gamma_tocopherol,delta_tocopherol,alpha_tocotrienol,beta_tocotrienol,gamma_tocotrienol,delta_tocotrienol,ascorbic_acid,thiamin,riboflavin,niacin,pantothenic_acid,vitamin_b6,folate_total,cyanocobalamin,choline,menaquinone_4,dihydrophylloquinone,phylloquinone,folic_acid,folate,folate_dfe,betaine,tryptophan,threonine,isoleucine,leucine,lysine,methionine,cystine,phenylalanine,tyrosine,valine,arginine,histidine,alanine,aspartic_acid,glutamic_acid,glycine,proline,serine,hydroxyproline,cholesterol,fc04_d0,saturated_fat,c04_d0,c06_d0,c08_d0,c10_d0,c12_d0,c14_d0,c16_d0,c18_d0,c20_d0,c18_d1_undifferentiated,c18_d2_undifferentiated,c18_d3_undifferentiated,c20_d4_undifferentiated,c22_d6_n3_dha,c22_d0,c14_d1,c16_d1_undifferentiated,c18_d4,c20_d1,c20_d5_n3,c22_d1_undifferentiated,c22_d5_n3,phytosterol,stigmasterol,campesterol,beta_sitosterol,monounsaturated_fat,polyunsaturated_fat,c15_d0,c17_d0,c24_d0,c16_d1_trans,c18_d1_trans,c22_d1_trans,c18_d2_trans,c18_d2_mixed,c18_d2_trans_trans,c18_d2_clas,c24_d1_cis,c20_d2_n6_cis_cis,c16_d1_cis,c18_d1_cis,c18_d2_n6_cis_cis,c22_d1_cis,c18_d3_n6_cis_cis_cis,c17_d1,c20_d3_undifferentiated,trans_monoenoic_fat,trans_polyenoic_fat,c13_d0,c15_d1,c18_d3_n3_cis_cis_cis,c20_d3_n3,c20_d3_n6,c20_d4_n6,c18_d3_mixed,c21_d5,c22_d4,c18_d1_d11_t_c18_d1t_n7
Bos taurus,,animal product,animalia,,,,,,,,,,,,,,,,,,,,,,fermented,,cow,milk,,camembert,cheese,,"Cheese, camembert","CHEESE,CAMEMBERT",19.8,24.26,0.46,3.68,300,,,,,,,0,51.8,0,0,1253,0.46,,0,388,0.33,20,347,187,842,2.38,0.021,,0.038,14.5,820,240,241,12,0,0.21,18,,0.4,0,0,0,,,,,,,,0,0.028,0.488,0.63,1.364,0.227,62,1.3,15.4,,,2,0,62,62,,0.307,0.717,0.968,1.84,1.766,0.565,0.109,1.105,1.145,1.279,0.701,0.683,0.819,1.288,4.187,0.379,2.346,1.114,,72,,15.259,0.494,0.283,0.26,0.59,0.442,2.686,7.227,2.524,,5.752,0.45,0.274,0,0,,,0.883,0,0,0,0,0,,,,,7.023,0.724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bos taurus,,animal product,animalia,,,,,,,,,,,,,,,,,,,,,,fermented,,cow,milk,,caraway,cheese,,"Cheese, caraway","CHEESE,CARAWAY",25.18,29.2,3.06,3.28,376,,,,,,,,39.28,,,1573,,,0,673,0.64,22,490,93,690,2.94,0.024,,0.021,14.5,1054,262,271,,,,,,,,,,,,,,,,,0,0.031,0.45,0.18,0.19,0.074,18,0.27,,,,,0,18,18,,0.324,0.896,1.563,2.412,2.095,0.659,0.126,1.326,1.216,1.682,0.952,0.884,0.711,1.618,6.16,0.439,2.838,1.472,,93,,18.584,0.922,0.466,0.246,0.529,0.477,2.934,8.638,3.531,,6.965,0.508,0.322,,0,,,0.885,0,0,0,0,0,,,,,8.275,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bos taurus,,animal product,animalia,,,,,,,,,,,,,,,,,,,,,,fermented,,cow,milk,,cheddar,cheese,,"Cheese, cheddar","CHEESE,CHEDDAR",22.87,33.31,3.09,3.71,404,,0,0.26,0,0.12,0,0,37.02,0,0,1689,0.48,0.1,0,710,0.14,27,455,76,653,3.64,0.03,34.9,0.027,28.5,1242,330,330,85,0,0.71,24,,0.6,0,0,0,0,0,0,0,0,0,0,0,0.029,0.428,0.059,0.41,0.066,27,1.1,16.5,8.6,0,2.4,0,27,27,0.7,0.547,1.044,1.206,1.939,1.025,0.547,0.123,1.074,1.108,1.404,0.547,0.547,0.751,1.734,4.735,0.547,2.497,0.78,,99,0.917,18.867,0.634,0.536,0.337,0.82,0.935,3.005,8.625,3.394,0.048,7.403,1.171,0.114,0.053,0.001,0.015,0.296,0.504,0,0.065,0.01,0.001,0.017,,,,,9.246,1.421,0.318,0.191,0.008,0.101,0.816,0,,,,,0.001,0.007,,,,,,0.059,0.037,0.917,,,0,,,,,,,0.009,
Bos taurus,,animal product,animalia,,,,,,,,,,,,,,,,,,,,,,fermented,,cow,milk,,fat-free cheddar,cheese,,"Cheese, cheddar, nonfat or fat free","CHEESE,CHEDDAR,NONFAT OR FAT FREE",32.14,0,7.14,3.64,157,,,,,,,0,57,0,0,657,0,,0,893,0,16,484,66,1000,1.82,0.021,,,14.5,207,60,60,4,0,0.06,5,,,0,0,0,,,,,,,,0,0.012,0.221,0.051,,0.045,11,0.49,15.4,,,0.6,0,11,11,,,,,,,,,,,,,,,,,,,,,18,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bos taurus,,animal product,animalia,,,,,,,,,,,,,,,,,,,,,,fermented,,cow,milk,,fat-free pasturized cheddar,cheese,,"Cheese, pasteurized process, cheddar or American, fat-free","CHEESE,PAST PROCESS,CHEDDAR OR AMERICAN,FAT-FREE",22.5,0.8,13.4,6.4,148,,,,,,,0,56.9,0,0,619,9.95,,0,689,0.28,36,936,288,1528,3.42,0.019,,,20.6,1467,440,440,0,0,0.27,0,,,0,0,0,,,,,,,,0,0.06,0.48,0.21,,0.09,27,1.12,15.4,,,2.7,0,27,27,,,,,,,,,,,,,,,,,,,,,11,,0.504,0.027,0.009,0.01,0.016,0.012,0.082,0.233,0.097,,0.192,0.016,0.01,0,0,,,0.026,0,0,0,0,0,,,,,0.229,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bos taurus,,animal product,animalia,,,,,,,,,,,,,,,,,,,,,,fermented,,cow,milk,,low-sodium pasturized cheddar,cheese,,"Cheese, pasteurized process, cheddar or American, low sodium","CHEESE,PAST PROCESS,CHEDDAR OR AMERICAN,LO NA",22.2,31.19,1.6,2.21,376,,,,,,,0,42.8,0,0,1573,0.45,,0,616,0.39,22,745,162,7,2.99,0.03,,,12.7,959,247,254,81,0,0.27,23,,0.6,0,0,0,,,,,,,,0,0.03,0.35,0.07,,0.07,8,0.7,36.2,,,2.6,0,8,8,,,,,,,,,,,,,,,,,,,,,94,,19.651,1.038,0.359,0.379,0.639,0.479,3.204,9.082,3.792,,7.495,0.609,0.379,0,0,,,1.028,0,0,0,0,0,,,,,8.932,0.988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bos taurus,,animal product,animalia,,,,,,,,,,,,,,,,,,,,,,fermented,,cow,milk,,whole-milk ricotta,cheese,,"Cheese, ricotta, whole milk","CHEESE,RICOTTA,WHOLE MILK",11.26,12.98,3.04,1.02,174,,,,,,,0,71.7,0,0,728,0.27,,0,207,0.38,11,158,105,84,1.16,0.021,,0.006,14.5,445,117,120,33,0,0.11,10,,0.2,0,0,0,,,,,,,,0,0.013,0.195,0.104,0.213,0.043,12,0.34,17.5,,,1.1,0,12,12,,0.125,0.517,0.589,1.221,1.338,0.281,0.099,0.556,0.589,0.692,0.632,0.459,0.499,0.995,2.446,0.295,1.066,0.575,,51,,8.295,0.574,0.093,0.119,0.229,0.158,1.364,4.057,1.281,,2.872,0.273,0.112,0,0,,,0.532,0,0,0,0,0,,,,,3.627,0.385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bos taurus,,animal product,animalia,,,,,,,,,,,,,,,,,,,,,,fermented,,cow,milk,,roquefort,cheese,,"Cheese, roquefort","CHEESE,ROQUEFORT",21.54,30.64,2,6.44,369,,,,,,,,39.38,,,1544,,,0,662,0.56,30,392,91,1809,2.08,0.034,,0.03,14.5,1047,290,294,,,,,,,,,,,,,,,,,0,0.04,0.586,0.734,1.731,0.124,49,0.64,,,,,0,49,49,,0.303,0.965,1.217,2.114,1.848,0.558,0.126,1.023,1.012,1.614,0.713,0.602,0.969,1.181,3.67,0.148,2.089,1.772,,90,,19.263,0.877,0.66,0.674,2.163,1.295,3.25,6.57,3.141,,7.456,0.616,0.704,0,,,,0.73,,,,,,,,,,8.474,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bos taurus,,animal product,animalia,,,,,,,,,,,,,,,,,,,,,,fermented,,cow,milk,,swiss,cheese,,"Cheese, swiss","CHEESE,SWISS",26.96,30.99,1.44,2.97,393,,0,0,0,0,0,0,37.63,0,0,1645,0,0,0,890,0.13,33,574,72,187,4.37,0.047,,0.026,30,1047,283,288,61,1,0.6,0,0,0,2,1,8,0.02,0.07,0,0.13,0,0,0,0,0.011,0.302,0.064,0.353,0.071,10,3.06,15.5,6.3,0,1.4,0,10,10,0.6,0.401,1.038,1.537,2.959,2.585,0.784,0.29,1.662,1.693,2.139,0.927,1.065,0.914,1.569,5.704,0.508,3.69,1.64,,93,0.987,18.227,0.681,0.542,0.327,0.768,0.875,2.919,8.358,3.196,0.044,7.06,1.086,0.129,0.046,0,0.014,0.297,0.565,0.001,0.06,0,0.002,0.018,,,,,8.046,1.341,0.305,0.189,0.009,0.102,0.692,0,0.191,,,0.161,0,0.007,0.463,6.369,0.734,0.002,0.002,0.062,0.035,0.793,0.194,,0,0.125,0.003,0.032,,0.002,,0.007,
Bos taurus,,animal product,animalia,,,,,,,,,,,,,,,,,,,,,,fermented,,cow,milk,,low-fat swiss,cheese,,"Cheese, swiss, low fat","CHEESE,SWISS,LOW FAT",28.4,5.1,3.4,3.5,179,,,,,,,0,59.6,0,0,749,1.33,,0,961,0.17,36,605,111,199,3.9,0.027,,,12.7,152,39,40,13,0,0.07,4,,0.1,0,0,0,,,,,,,,0,0.02,0.36,0.09,,0.08,6,1.68,15.4,,,0.5,0,6,6,,,,,,,,,,,,,,,,,,,,,35,,3.304,0.204,0.091,0.054,0.115,0.097,0.569,1.447,0.604,,1.119,0.115,0.065,0,0,,,0.164,0,0,0,0,0,,,,,1.351,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bos taurus,,animal product,animalia,,,,,,,,,,,,,,,,,,,,,,fermented,,cow,milk,,low-sodum swiss,cheese,,"Cheese, swiss, low sodium","CHEESE,SWISS,LOW SODIUM",28.4,27.4,3.4,3.01,374,,,,,,,0,37.8,0,0,1564,1.31,,0,961,0.17,36,605,111,14,3.9,0.032,,,12.5,818,211,216,69,0,0.37,20,,0.5,0,0,0,,,,,,,,0,0.02,0.37,0.09,,0.08,6,1.68,15.4,,,2.4,0,6,6,,,,,,,,,,,,,,,,,,,,,92,,17.744,1.098,0.489,0.289,0.619,0.519,3.054,7.774,3.244,,6.008,0.619,0.349,0,0,,,0.878,0,0,0,0,0,,,,,7.256,0.968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bos taurus,,animal product,animalia,,,,,,,,,,,,,,,,,,,,,,fermented,,cow,milk,,fat-free swiss,cheese,,"Cheese, Swiss, nonfat or fat free","CHEESE,SWISS,NONFAT OR FAT FREE",28.4,0,3.4,4.5,127,,,,,,,0,63.6,0,0,532,1.33,,0,961,0.17,36,605,111,1000,3.9,0.027,,,12.7,152,39,40,13,0,0.07,4,,,0,0,0,,,,,,,,0,0.02,0.36,0.09,,0.08,6,1.68,15.4,,,0.5,0,6,6,,,,,,,,,,,,,,,,,,,,,18,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bos taurus,,animal product,animalia,,,,,,,,,,,,,,,,,,,,,,fermented,,cow,milk,,tilsit,cheese,,"Cheese, tilsit","CHEESE,TILSIT",24.41,25.98,1.88,4.87,340,,,,,,,0,42.86,,,1422,,,0,700,0.23,13,500,65,753,3.5,0.026,,0.013,14.5,1045,236,249,,,,,,,,,,,,,,,,,0,0.061,0.359,0.205,0.346,0.065,20,2.1,,,,,0,20,20,,0.352,0.899,1.484,2.548,2.039,0.754,0.138,1.358,1.458,1.752,0.849,0.704,0.811,1.798,5.49,0.497,2.969,1.393,,102,,16.775,0.878,0.536,0.381,0.748,1.073,2.608,7.675,2.19,,6.073,0.398,0.323,0,0,,,0.668,0,0,0,0,0,,,,,7.136,0.721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bos taurus,,animal product,animalia,,,,,,,,,,,,,,,,,,,,,,fermented,,cow,milk,,queso blanco white,cheese,,"Cheese, white, queso blanco","CHEESE,WHITE,QUESO BLANCO",20.38,24.31,2.53,4.07,310,,0,0,0,1.6,0,,48.7,,,1299,1.76,0.16,,690,0.18,29,467,126,704,3.06,0.025,,0.021,13.8,555,155,157,23,0,0.47,27,,0.7,2,0,3,0,0.04,0,0.01,0,0.01,0,,0.048,0.23,0.035,0.397,0.086,,1.75,15.4,5.8,,1.6,,,,0.9,,,,,,,,,,,,,,,,,,,,70,0.89,13.661,0.518,0.421,0.25,0.574,0.65,2.195,6.048,2.567,0.035,5.741,0.922,0.113,0.036,0.002,0.012,0.177,0.444,0.006,0.041,0.009,0.003,0.016,,,,,6.459,1.149,0.226,0.144,0.008,0.078,0.642,0,0.17,,,0.142,0.003,0.007,0.366,5.099,0.61,0.003,0.009,0.049,0.028,0.719,0.17,,0.003,0.105,0.002,0.026,,,,0.008,
Bos taurus,,animal product,animalia,,,,,,,,,,,,,,,,,,,,,,fermented,,cow,milk,,chesire,cheese,,"Cheese, cheshire","CHEESE,CHESHIRE",23.37,30.6,4.78,3.6,387,,,,,,,,37.65,,,1620,,,0,643,0.21,21,464,95,700,2.79,0.042,,0.012,14.5,985,220,233,,,,,,,,,,,,,,,,,0,0.046,0.293,0.08,0.413,0.074,18,0.83,,,,,0,18,18,,0.3,0.832,1.451,2.238,1.945,0.612,0.117,1.231,1.128,1.56,0.883,0.821,0.659,1.502,5.718,0.403,2.634,1.366,,103,,19.475,0.966,0.488,0.258,0.554,0.5,3.075,9.052,3.7,,7.299,0.533,0.337,,0,,,0.927,0,0,0,0,0,,,,,8.671,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bos taurus,,animal product,animalia,,,,,,,,,,,,,,,,,,,,,mexico,fermented,,cow,milk,,chihuahua,cheese,,"Cheese, mexican, queso chihuahua","CHEESE,MEXICAN,QUESO CHIHUAHUA",21.56,29.68,5.56,4.06,374,,,,,,,0,39.13,0,0,1567,5.56,,0,651,0.47,23,442,52,617,3.5,0.024,,0.071,14.5,193,56,56,4,0,0.26,22,,0.5,0,0,0,,,,,,,,0,0.018,0.225,0.15,0.279,0.055,2,1.03,15.4,,,2.5,0,2,2,,0.198,0.818,1.076,2.017,1.536,0.608,0.144,1.037,1.019,1.266,0.777,0.598,0.821,1.397,4.503,0.384,2.249,1.115,,105,,18.843,0.898,0.47,0.253,0.552,0.503,3.121,9.247,3.8,,7.496,0.547,0.346,0,0,,,0.947,0,0,0,0,0,,,,,8.443,0.892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bos taurus,,animal product,animalia,,,,,,,,,,,,,,,,,,,,,,fermented,,cow,milk,,colby,cheese,,"Cheese, colby","CHEESE,COLBY",23.76,32.11,2.57,3.36,394,,,,,,,0,38.2,0,0,1647,0.52,,0,685,0.76,26,457,127,604,3.07,0.042,,0.012,14.5,994,257,264,82,0,0.28,24,,0.6,0,0,0,,,,,,,,0,0.015,0.375,0.093,0.21,0.079,18,0.83,15.4,,,2.7,0,18,18,,0.305,0.845,1.475,2.275,1.978,0.622,0.119,1.251,1.147,1.586,0.898,0.834,0.67,1.527,5.813,0.41,2.678,1.389,,95,,20.218,1.041,0.259,0.324,0.597,0.422,3.831,8.232,3.63,,7.813,0.676,0.277,0,0,,,0.979,0,0,0,0,0,,,,,9.28,0.953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bos taurus,,animal product,animalia,,,,,,,,,,,,,,,,,,,,,"chihuahua, mexico",fermented,,cow,milk,,cotija,cheese,,"Cheese, mexican, queso cotija","CHEESE,MEXICAN,QUESO COTIJA",20,30,3.97,8.03,366,,,,,,,0,38,0,0,1531,0,,0,800,0,38,729,125,1400,3.87,0.238,,,17.7,865,223,229,73,0,0.25,21,,,0,0,0,,,,,,,,0,0.029,0.486,0.114,,0.049,10,2.26,15.4,,,1.9,0,10,10,,,,,,,,,,,,,,,,,,,,,100,0,17.5,1.583,0.592,0.055,0.544,0.825,2.745,7.747,3.409,,7.627,0.989,0.199,0,0,,,0.521,0,0.185,0,0,0,,,,,8.333,1.187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bos taurus,,animal product,animalia,,,,,,,,,,,,,,,,,,,,,,fermented,,cow,milk,,cottage,cheese,,"Cheese, cottage, creamed, large or small curd","CHEESE,COTTAGE,CRMD,LRG OR SML CURD",11.12,4.3,3.38,1.41,98,,0,0,0,2.67,0,0,79.79,0,0,412,2.67,0,0,83,0.07,8,159,104,364,0.4,0.029,31.6,0.002,9.7,140,36,37,12,0,0.08,3,,0.1,0,0,0,0,0,0,0,0,0,0,0,0.027,0.163,0.099,0.557,0.046,12,0.43,18.4,0.9,0,0,0,12,12,0.7,0.147,0.5,0.591,1.116,0.934,0.269,0.066,0.577,0.604,0.748,0.497,0.326,0.384,0.905,2.603,0.222,1.229,0.639,,17,,1.718,0.109,0.025,0.023,0.064,0.07,0.263,0.778,0.345,,0.714,0.105,0.017,0,0,,0.017,0.047,0,0,0,0,0,,,,,0.778,0.123,0.029,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bos taurus,,animal product,animalia,,,,,,,,,,,,,,,,,,,,,,fermented,,cow,milk,,cottage,cheese,,"Cheese, cottage, lowfat, 1% milkfat","CHEESE,COTTAGE,LOWFAT,1% MILKFAT",12.39,1.02,2.72,1.39,72,,,,,,,0,82.48,0,0,303,2.72,,0,61,0.14,5,134,86,406,0.38,0.028,31.6,0.003,9,41,11,11,3,0,0.01,0,,,0,0,0,,,,,,,,0,0.021,0.165,0.128,0.215,0.068,12,0.63,17.5,,,0.1,0,12,12,,0.138,0.55,0.728,1.274,1.002,0.373,0.115,0.668,0.66,0.767,0.565,0.412,0.643,0.839,2.684,0.27,1.435,0.695,,4,,0.645,0.033,0.007,0.008,0.019,0.016,0.107,0.308,0.116,,0.239,0.022,0.009,0,0,,,0.036,0,0,0,0,0,,,,,0.291,0.031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bos taurus,,animal product,animalia,,,,,,,,,,,,,,,,,,,,,,fermented,,cow,milk,,cottage,cheese,,"Cheese, cottage, lowfat, 1% milkfat, lactose reduced","CHEESE,COTTAGE,LOWFAT,1% MILKFAT,LACTOSE RED",12.4,1,3.2,0.9,74,,,,,,,0,82.5,0,0,310,2.6,,0.6,53,0.14,5,134,86,220,0.38,0.028,,,9,40,11,11,3,0,0.01,0,,,0,0,0,,,,,,,,0,0.02,0.16,0.13,,0.07,12,0.63,17.5,,,0.1,0,12,12,,,,,,,,,,,,,,,,,,,,,4,,0.64,0.03,0.01,0.01,0.02,0.02,0.11,0.31,0.12,,0.24,0.02,0.01,0,0,,,0.04,0,0,0,0,0,,,,,0.29,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bos taurus,,animal product,animalia,,,,,,,,,,,,,,,,,,,,,,fermented,,cow,milk,,cottage,cheese,,"Cheese, cottage, lowfat, 1% milkfat, no sodium added","CHEESE,COTTAGE,LOWFAT,1% MILKFAT,NO NA",12.4,1,2.7,0.4,72,,,,,,,0,83.5,0,0,301,2.7,,0,61,0.14,5,134,86,13,0.38,0.028,,,8.4,40,11,11,3,0,0.01,0,,,0,0,0,,,,,,,,0,0.02,0.16,0.13,,0.07,12,0.63,17.5,,,0.1,0,12,12,,,,,,,,,,,,,,,,,,,,,4,,0.632,0.031,0.007,0.009,0.018,0.016,0.104,0.302,0.115,,0.235,0.022,0.009,0,0,,,0.036,0,0,0,0,0,,,,,0.284,0.031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bos taurus,,animal product,animalia,,,,,,,,,,,,,,,,,,,,,,fermented,,cow,milk,,cottage,cheese,,"Cheese, cottage, lowfat, 2% milkfat","CHEESE,COTTAGE,LOWFAT,2% MILKFAT",10.45,2.27,4.76,1.27,81,,0,0,0,3.87,0,0,81.24,0,0,340,4,0.12,0,111,0.13,9,150,125,308,0.51,0.033,,0.015,11.9,225,68,68,6,0,0.08,0,,,0,0,0,0,0,0,0,0,0,0,0,0.02,0.251,0.103,0.524,0.057,8,0.47,16.3,0,0,0,0,8,8,0.6,0.138,0.47,0.556,1.049,0.878,0.253,0.062,0.543,0.568,0.703,0.467,0.306,0.409,0.963,2.446,0.209,1.155,0.601,,12,0.067,1.235,0.04,0.034,0.027,0.06,0.061,0.199,0.561,0.218,0.003,0.46,0.07,0.007,0.003,0,0.001,0.02,0.03,0,0.003,0.001,0,0.001,,,,,0.516,0.083,0.021,0.01,0,0.005,0.05,0,0.013,,,0.009,0,0,0.025,0.41,0.047,0,0,0.004,0.002,0.054,0.013,,0,0.007,0,0.002,,0,,0,
Bos taurus,,animal product,animalia,,,,,,,,,,,,,,,,,,,,,,fermented,,cow,milk,,cottage,cheese,,"Cheese, cottage, nonfat, uncreamed, dry, large or small curd","CHEESE,COTTAGE,NONFAT,UNCRMD,DRY,LRG OR SML CURD",10.34,0.29,6.66,1.71,72,,0,0.29,0,1.56,0,0,81.01,0,0,303,1.85,,0,86,0.15,11,190,137,372,0.47,0.03,31.6,0.022,9.4,8,2,2,0,0,0.01,0,,,0,0,0,0,0.01,0,0,0,0,0,0,0.023,0.226,0.144,0.446,0.016,9,0.46,17.9,,0,0,0,9,9,0.9,0.137,0.465,0.549,1.037,0.868,0.25,0.061,0.536,0.561,0.695,0.462,0.303,0.357,0.841,2.419,0.206,1.142,0.594,,7,,0.169,0.007,0.002,0.005,0.009,0.006,0.02,0.07,0.05,0,0.067,0.003,0,0,0,0,,0.012,0,0,0,0,0,,,,,0.079,0.003,0,0,0,,,,,,,,0,0,,,,,,0,0,,,,,,,,,,0,0,
Bos taurus,,animal,animalia,,,,,,,,,,,,,,,,,,,,,,fresh,,cow,milk,,half and half,cream,,"Cream, fluid, half and half","CREAM,FLUID,HALF AND HALF",3.13,10.39,4.73,0.51,123,,0,0,0,4.13,0,0,81.24,0,0,515,4.13,0,0,107,0.05,10,95,132,61,0.39,0.009,3,0.005,3.2,354,95,97,22,0,0.25,2,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.03,0.194,0.109,0.539,0.05,3,0.19,18.7,,,1.3,0,3,3,0.7,0.073,0.139,0.16,0.258,0.136,0.073,0.016,0.143,0.147,0.187,0.073,0.073,0.1,0.23,0.629,0.073,0.332,0.104,,35,0.464,7.032,0.247,0.202,0.127,0.303,0.351,1.148,3.207,1.221,0.015,2.905,0.466,0.041,0.018,0,0.004,0.124,0.246,0,0.02,0.003,0,0.006,,,,,3.32,0.554,0.126,0.076,0.003,0.041,0.339,0,0.083,,,0.069,0,0.003,0.205,2.566,0.314,0,0,0.025,0.014,0.38,0.084,,0,0.04,0,0.014,,0.001,,0.003,
Bos taurus,,animal,animalia,,,,,,,,,,,,,,,,,,,,,,fresh,,cow,milk,,heavy whipping,cream,,"Cream, fluid, heavy whipping","CREAM,FLUID,HVY WHIPPING",2.84,36.08,2.74,0.53,340,,0,0,0,2.92,0,0,57.81,0,0,1422,2.92,0,0,66,0.1,7,58,95,27,0.24,0.011,3,0.006,3,1470,405,411,72,0,0.92,63,0,1.6,0,0,0,0,0.24,0,0.09,0,0,0,0.6,0.02,0.188,0.064,0.495,0.035,4,0.16,16.8,,,3.2,0,4,4,,0.066,0.126,0.146,0.234,0.124,0.066,0.015,0.13,0.134,0.17,0.066,0.066,0.091,0.209,0.572,0.066,0.302,0.094,,113,1.236,23.032,0.732,0.609,0.384,0.905,1.05,3.331,9.298,3.572,0.047,7.968,1.294,0.128,0.058,0,0.015,0.344,0.656,0,0.065,0.009,0.003,0.02,,,,,9.101,1.57,0.353,0.21,0.009,0.109,0.891,0,0.232,,,0.188,0,0.008,0.547,7.078,0.874,0.003,0.002,0.065,0.041,1,0.236,,0,0.122,0.002,0.039,,0.004,,0.01,
Bos taurus,,animal,animalia,,,,,,,,,,,,,,,,,,,,,,fresh,,cow,milk,,light,cream,,"Cream, fluid, light (coffee cream or table cream)","CREAM,FLUID,LT (COFFEE CRM OR TABLE CRM)",2.96,19.1,2.82,0.61,191,,0,0,0,3.67,0,0,74.51,0,0,801,3.67,0,0,91,0.05,9,92,136,72,0.32,0.012,3,0.005,4.6,656,178,181,37,0,0.12,44,0,1.1,0,0,0,0,0,0,0,0,0,0,0.8,0.023,0.19,0.09,0.44,0.044,2,0.14,16.8,,,1.7,0,2,2,,0.069,0.131,0.151,0.243,0.129,0.069,0.015,0.135,0.139,0.176,0.069,0.069,0.094,0.218,0.594,0.069,0.313,0.098,,59,0.625,10.176,0.388,0.314,0.194,0.456,0.526,1.682,4.585,1.719,0.023,3.952,0.654,0.064,0.027,0,0.007,0.175,0.334,0,0.03,0.005,0.002,0.01,,,,,4.525,0.789,0.174,0.103,0.004,0.054,0.443,0,0.126,,,0.095,0,0.004,0.28,3.509,0.433,0.002,0,0.032,0.019,0.497,0.128,,0,0.062,0.001,0.018,,0.002,,0.004,
Bos taurus,,animal,animalia,,,,,,,,,,,,,,,,,,,,,,fresh,,cow,milk,,light whipping,cream,,"Cream, fluid, light whipping","CREAM,FLUID,LT WHIPPING",2.17,30.91,2.96,0.46,292,,,,,,,0,63.5,0,0,1223,2.96,,0,69,0.03,7,61,97,34,0.25,0.007,3,0.001,0.5,1013,274,279,60,0,0.88,23,,0.6,0,0,0,,,,,,,,0.6,0.024,0.125,0.042,0.259,0.028,4,0.2,16.8,,,2.7,0,4,4,,0.031,0.098,0.131,0.213,0.172,0.054,0.02,0.105,0.105,0.145,0.079,0.059,0.075,0.165,0.454,0.046,0.21,0.118,,111,,19.337,1.083,0.302,0.309,0.629,0.366,3.29,8.84,3.37,,7.658,0.618,0.266,0,0,,,1.01,0,0,0,0,0,,,,,9.093,0.884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
